title,division,state,roster_link
Keene State College,D3,NH,https://keeneowls.com/sports/baseball/roster/2022
Kenyon College,D3,OH,https://athletics.kenyon.edu/sports/baseball/roster/2022
Keuka College,D3,NY,http://www.keukaathletics.com/sports/bsb/2021-22/roster
Keystone College,D3,PA,https://www.gokcgiants.com/sports/baseball/roster/2022
King's College,D3,PA,https://kingscollegeathletics.com/sports/baseball/roster/2022
Knox College,D3,IL,https://prairiefire.knox.edu/sports/baseball/roster/2022
La Roche University,D3,PA,https://www.larochesports.com/sports/bsb/2021-22/roster
LaGrange College,D3,GA,https://www.lagrangepanthers.com/sports/bsb/2021-22/roster
Lakeland University,D3,WI,https://lakelandmuskies.com/sports/baseball/roster/2022
Lancaster Bible College,D3,PA,https://lbcchargers.com/sports/baseball/roster/2022
Lasell University,D3,MA,https://laserpride.lasell.edu/sports/bsb/2021-22/roster
Lawrence University,D3,WI,https://vikings.lawrence.edu/sports/baseball/roster/2022
LeTourneau University,D3,TX,https://letuathletics.com/sports/baseball/roster/2022
Lebanon Valley College,D3,PA,https://godutchmen.com/sports/baseball/roster/2022
Lehman College,D3,NY,https://lehmanathletics.com/sports/baseball/roster/2022
Lesley University,D3,MA,https://lesleyathletics.com/sports/bsb/2021-22/roster
Lewis & Clark College,D3,OR,https://www.lcpioneers.com/sports/bsb/2021-22/roster
Linfield College,D3,OR,https://golinfieldwildcats.com/sports/baseball/roster/2022
Loras College,D3,IA,https://duhawks.com/sports/baseball/roster/2022
Louisiana College,D3,LA,https://www.lcwildcats.net/sports/baseball/roster/2021
Luther College,D3,IA,https://www.luther.edu/sports/men/baseball/roster
Macalester College,D3,MN,https://athletics.macalester.edu/sports/baseball/roster/2022
Manchester University,D3,IN,https://muspartans.com/sports/baseball/roster/2022
Manhattanville College,D3,NY,https://govaliants.com/sports/baseball/roster/2022
Maranatha Baptist University,D3,WI,https://www.mbusabercats.com/sports/bsb/2021-22/roster
Marian University,D3,WI,https://www.sabreathletics.com/sports/bsb/2021-22/roster
Marietta College,D3,OH,https://pioneers.marietta.edu/sports/baseball/roster/2022
Martin Luther College,D3,MN,https://mlcknights.com/sports/baseball/roster/2022
Mary Baldwin University,D3,VA,https://www.marybaldwinathletics.com/sports/bsb/2021-22/roster
Marymount University,D3,VA,https://www.marymountsaints.com/sports/bsb/2021-22/roster
Maryville College,D3,TN,https://www.mcscots.com/sports/bsb/2021-22/roster
Marywood University,D3,PA,https://marywoodpacers.com/sports/baseball/roster/2022
Massachusetts College of Liberal Arts,D3,MA,http://athletics.mcla.edu/sports/bsb/2021-22/roster
Massachusetts Institute of Technology,D3,MA,https://mitathletics.com/sports/baseball/roster/2022
Massachusetts Maritime Academy,D3,MA,https://www.mmabucs.com/sports/bsb/2021-22/roster
McDaniel College,D3,MD,https://www.mcdanielathletics.com/sports/bsb/2021-22/roster
McMurry University,D3,TX,https://mcmurrysports.com/sports/baseball/roster/2022
Medaille College,D3,NY,https://medaillesports.com/sports/baseball/roster/2022
Messiah College,D3,PA,https://gomessiah.com/sports/baseball/roster/2022
Methodist University,D3,NC,https://mumonarchs.com/sports/baseball/roster/2022
Middlebury College,D3,VT,https://athletics.middlebury.edu/sports/baseball/roster/2022
Millikin University,D3,IL,https://athletics.millikin.edu/sports/baseball/roster/2022
Millsaps College,D3,MS,https://gomajors.com/sports/baseball/roster/2022
Milwaukee School of Engineering,D3,WI,http://www.go-raiders.com/sports/bsb/2021-22/roster
Misericordia University,D3,PA,https://athletics.misericordia.edu/sports/baseball/roster/2022
Mitchell College,D3,CT,https://www.mitchellathletics.com/sports/bsb/2021-22/roster
Monmouth College,D3,IL,https://monmouthscots.com/sports/baseball/roster/2022
Montclair State University,D3,NJ,https://montclairathletics.com/sports/baseball/roster/2022
Moravian College,D3,PA,https://www.moraviansports.com/sports/bsb/2021-22/roster
Mount Aloysius College,D3,PA,https://mountieathletics.com/sports/baseball/roster/2022
Mount Saint Mary College,D3,NY,https://msmcknights.com/sports/baseball/roster/2022
Mount St. Joseph University,D3,OH,https://msjlions.com/sports/baseball/roster/2022
Muhlenberg College,D3,PA,https://muhlenbergsports.com/sports/baseball/roster/2022
Muskingum University,D3,OH,https://www.fightingmuskies.com/sports/bsb/2021-22/roster
Nebraska Wesleyan University,D3,NE,https://nwusports.com/sports/baseball/roster/2022
Neumann University,D3,PA,https://www.neumannathletics.com/sports/baseball/roster/2022
New England College,D3,NH,https://athletics.nec.edu/sports/bsb/2021-22/roster?view=list
New Jersey City University,D3,NJ,https://njcugothicknights.com/sports/baseball/roster/2022
New York University,D3,NY,https://gonyuathletics.com/sports/baseball/roster/2022
Nichols College,D3,MA,https://nicholsathletics.com/sports/baseball/roster/2022
North Carolina Wesleyan College,D3,NC,http://www.ncwcsports.com/sports/bsb/2021-22/roster
North Central College,D3,IL,https://northcentralcardinals.com/sports/baseball/roster/2022
North Central University,D3,MN,https://ncurams.com/sports/baseball/roster/2022
North Park University,D3,IL,https://athletics.northpark.edu/sports/baseball/roster/2022
"Northern Vermont University, Lyndon",D3,VT,https://www.lyndonhornets.com/sports/bsb/2021-22/roster
Northland College,D3,WI,https://northlandcollegesports.com/sports/baseball/roster/2022
Norwich University,D3,VT,https://www.norwichathletics.com/sports/bsb/2021-22/roster
Oberlin College,D3,OH,https://goyeo.com/sports/baseball/roster/2022
Occidental College,D3,CA,https://www.oxyathletics.com/sports/bsb/2021-22/roster
Oglethorpe University,D3,GA,https://gopetrels.com/sports/baseball/roster/2022
Ohio Northern University,D3,OH,http://www.onusports.com/sports/bsb/2021-22/roster
Ohio Wesleyan University,D3,OH,https://battlingbishops.com/sports/baseball/roster/2022
Olivet College,D3,MI,https://www.olivetcomets.com/sports/bsb/2021-22/roster
Otterbein University,D3,OH,https://otterbeincardinals.com/sports/baseball/roster/2022
Pacific Lutheran University,D3,WA,https://golutes.com/sports/baseball/roster/2022
Pacific University,D3,OR,https://goboxers.com/sports/baseball/roster/2022
Pennsylvania College of Technology,D3,PA,https://pctwildcats.com/sports/baseball/roster/2022
"Pennsylvania State University, Abington",D3,PA,https://abingtonsports.com/sports/baseball/roster/2022
"Pennsylvania State University, Altoona",D3,PA,https://www.psaltoonalions.com/sports/bsb/2021-22/roster
"Pennsylvania State University, Behrend",D3,PA,https://www.psblions.com/sports/bsb/2021-22/roster
"Pennsylvania State University, Berks",D3,PA,https://psuberksathletics.com/sports/baseball/roster/2022
"Pennsylvania State University, Harrisburg",D3,PA,http://athletics.hbg.psu.edu/sports/bsb/2021-22/roster
Pfeiffer University,D3,NC,https://gofalconsports.com/sports/baseball/roster/2022
Piedmont College,D3,GA,https://piedmontlions.com/sports/baseball/roster/2022
Pine Manor College,D3,MA,https://pmcathletics.com/sports/bsb/2021-22/roster
Plattsburgh State University of New York,D3,NY,https://gocardinalsports.com/sports/baseball/roster/2022
Plymouth State University,D3,NH,https://athletics.plymouth.edu/sports/baseball/roster/2022
Pomona-Pitzer Colleges,D3,CA,https://www.sagehens.com/sports/bsb/2021-22/roster
Principia College,D3,IL,https://principiaathletics.com/sports/baseball/roster/2022
"Purchase College, State University of New York",D3,NY,https://www.purchasecollegeathletics.com/sports/baseball/roster/2022
Ramapo College,D3,NJ,https://ramapoathletics.com/sports/baseball/roster/2022
Randolph-Macon College,D3,VA,https://www.rmcathletics.com/sports/bsb/2021-22/roster
Rensselaer Polytechnic Institute,D3,NY,https://rpiathletics.com/sports/baseball/roster/2022
Rhode Island College,D3,RI,https://goanchormen.com/sports/baseball/roster/2022
Rhodes College,D3,TN,https://rhodeslynx.com/sports/baseball/roster/2022
Ripon College,D3,WI,https://riponredhawks.com/sports/baseball/roster/2022
Rivier University,D3,NH,https://www.rivierathletics.com/sports/bsb/2021-22/roster
Roanoke College,D3,VA,https://www.roanokemaroons.com/sports/bsb/2021-22/roster
Rochester Institute of Technology,D3,NY,https://ritathletics.com/sports/baseball/roster/2022
Rockford University,D3,IL,https://rockfordregents.com/sports/baseball/roster/2022
Roger Williams University,D3,RI,https://rwuhawks.com/sports/baseball/roster/2022
Rose-Hulman Institute of Technology,D3,IN,https://rosehulman.prestosports.com/sports/bsb/2021-22/roster
Rowan University,D3,NJ,https://www.rowanathletics.com/sports/baseball/roster/2022
"Rutgers, Camden",D3,NJ,https://scarletraptors.com/sports/baseball/roster/2022
"Rutgers, Newark",D3,NJ,https://rutgersnewarkathletics.com/sports/baseball/roster/2022
Saint Josephs College of Maine,D3,ME,https://www.gomonks.com/sports/bsb/2021-22/roster
Saint Mary's University of Minnesota,D3,MN,https://saintmaryssports.com/sports/baseball/roster/2022
Saint Vincent College,D3,PA,https://athletics.stvincent.edu/sports/baseball/roster/2022
Salem State University,D3,MA,https://www.salemstatevikings.com/sports/bsb/2021-22/roster
Salisbury University,D3,MD,https://www.suseagulls.com/sports/bsb/2021-22/roster
Salve Regina University,D3,RI,https://www.salveathletics.com/sports/bsb/2021-22/roster
Schreiner University,D3,TX,https://schreinermountaineers.com/sports/bsb/2021-22/roster
Sewanee University of The South,D3,TN,https://sewaneetigers.com/sports/baseball/roster/2022
Shenandoah University,D3,VA,https://suhornets.com/sports/baseball/roster/2022
Simpson College,D3,IA,http://www.simpsonathletics.com/sports/bsb/2021-22/roster
Skidmore College,D3,NY,https://skidmoreathletics.com/sports/baseball/roster/2022
Southern Virginia University,D3,VA,http://athletics.svu.edu/sports/bsb/2021-22/roster
Southwestern University,D3,TX,https://www.southwesternpirates.com/sports/m-basebl/2021-22/roster
Spalding University,D3,KY,https://spaldingathletics.com/sports/baseball/roster/2022
Springfield College,D3,MA,https://springfieldcollegepride.com/sports/bsb/2021-22/roster
St. John Fisher College,D3,NY,https://athletics.sjfc.edu/sports/baseball/roster/2022
St. John's University,D3,MN,https://gojohnnies.com/sports/baseball/roster/2022
"St. Joseph's College, Brooklyn",D3,NY,http://www.sjcbears.com/sports/bsb/2021-22/roster
"St. Joseph's College, Long Island",D3,NY,https://www.sjcgoldeneagles.com/sports/bsb/2021-22/roster
St. Lawrence University,D3,NY,https://saintsathletics.com/sports/baseball/roster/2022
St. Mary's College of Maryland,D3,MD,https://smcmathletics.com/sports/baseball/roster/2022
St. Norbert College,D3,WI,https://athletics.snc.edu/sports/baseball/roster/2022
St. Olaf College,D3,MN,https://athletics.stolaf.edu/sports/baseball/roster/2022
State University College at Old Westbury,D3,NY,https://www.oldwestburypanthers.com/sports/baseball/roster/2022
State University of New York Maritime College,D3,NY,https://maritimeathletics.com/sports/baseball/roster/2022
State University of New York Polytechnic Institute,D3,NY,https://wildcats.sunypoly.edu/sports/bsb/2021-22/roster
State University of New York at Canton,D3,NY,https://rooathletics.com/sports/baseball/roster/2022
State University of New York at Cobleskill,D3,NY,https://fightingtigers.cobleskill.edu/sports/baseball/roster/2022
State University of New York at Cortland,D3,NY,https://www.cortlandreddragons.com/sports/baseball/roster/2022
State University of New York at New Paltz,D3,NY,https://nphawks.com/sports/baseball/roster/2022
State University of New York at Oneonta,D3,NY,https://oneontaathletics.com/sports/baseball/roster/2022
State University of New York at Oswego,D3,NY,https://oswegolakers.com/sports/baseball/roster/2022
Stevens Institute of Technology,D3,NJ,https://stevensducks.com/sports/baseball/roster/2022
Stevenson University,D3,MD,https://www.gomustangsports.com/sports/bsb/2021-22/roster
Stockton University,D3,NJ,https://stocktonathletics.com/sports/baseball/roster/2022
Suffolk University,D3,MA,https://www.gosuffolkrams.com/sports/bsb/2021-22/roster
Sul Ross State University,D3,TX,https://srlobos.com/sports/baseball/roster/2022
Susquehanna University,D3,PA,https://suriverhawks.com/sports/baseball/roster/2022
Swarthmore College,D3,PA,https://swarthmoreathletics.com/sports/baseball/roster/2022
Texas Lutheran University,D3,TX,https://tlubulldogs.com/sports/bsb/2021-22/roster
The City College of New York,D3,NY,https://ccnyathletics.com/sports/baseball/roster/2022
The College of New Jersey,D3,NJ,https://tcnjathletics.com/sports/baseball/roster/2022
The College of St. Scholastica,D3,MN,https://csssaints.com/sports/baseball/roster/2022
The College of Wooster,D3,OH,https://www.woosterathletics.com/sports/bsb/2021-22/roster
The State University of New York at Fredonia,D3,NY,https://fredoniabluedevils.com/sports/baseball/roster/2022
Thiel College,D3,PA,https://thielathletics.com/sports/baseball/roster/2022
Thomas College,D3,ME,https://athletics.thomas.edu/sports/baseball/roster/2022
Transylvania University,D3,KY,https://www.transysports.com/sports/baseball/roster/2022
Trine University,D3,IN,https://www.trinethunder.com/sports/bsb/2021-22/roster
Trinity College,D3,CT,https://bantamsports.com/sports/baseball/roster/2022
Trinity University,D3,TX,https://www.trinitytigers.com/sports/bsb/2021-22/roster
Tufts University,D3,MA,https://www.gotuftsjumbos.com/sports/bsb/2021-22/roster
U.S. Coast Guard Academy,D3,CT,http://www.uscgasports.com/sports/bsb/2021-22/roster
U.S. Merchant Marine Academy,D3,NY,http://usmmasports.com/sports/baseball/roster/2022
Union College,D3,NY,https://unionathletics.com/sports/baseball/roster/2022
University of Chicago,D3,IL,https://athletics.uchicago.edu/sports/bsb/2021-22/roster
University of Dallas,D3,TX,https://www.udallasathletics.com/sports/bsb/2021-22/roster
University of Dubuque,D3,IA,https://udspartans.com/sports/baseball/roster/2022
University of La Verne,D3,CA,https://www.leopardathletics.com/sports/bsb/2021-22/roster
University of Lynchburg,D3,VA,https://www.lynchburgsports.com/sports/bsb/2021-22/roster
University of Maine at Presque Isle,D3,ME,http://owls.umpi.edu/sports/bsb/2021-22/roster
"University of Maine, Farmington",D3,ME,https://athletics.umf.maine.edu/sports/bsb/2021-22/roster
University of Mary Hardin-Baylor,D3,TX,https://cruathletics.com/sports/baseball/roster/2022
University of Mary Washington,D3,VA,https://umweagles.com/sports/bsb/2021-22/roster
University of Massachusetts Boston,D3,MA,https://www.beaconsathletics.com/sports/baseball/roster/2022
"University of Massachusetts, Dartmouth",D3,MA,https://corsairathletics.com/sports/baseball/roster/2022
"University of Minnesota, Morris",D3,MN,https://morriscougars.com/sports/baseball/roster/2022
University of Mount Union,D3,OH,https://athletics.mountunion.edu/sports/baseball/roster/2022
University of Northwestern-St. Paul,D3,MN,https://unweagles.com/sports/baseball/roster/2022
"University of Pittsburgh, Bradford",D3,PA,http://athletics.pittbradford.org/sports/bsb/2021-22/roster
"University of Pittsburgh, Greensburg",D3,PA,https://pittgreensburgathletics.com/sports/baseball/roster/2022
University of Puget Sound,D3,WA,https://loggerathletics.com/sports/baseball/roster/2022
University of Redlands,D3,CA,https://www.goredlands.com/sports/bsb/2021-22/roster
University of Rochester,D3,NY,https://uofrathletics.com/sports/baseball/roster/2022
University of Scranton,D3,PA,https://athletics.scranton.edu/sports/bsb/2021-22/roster
University of Southern Maine,D3,ME,https://southernmainehuskies.com/sports/baseball-stats/roster/2021
"University of St. Thomas, Minnesota",D3,MN,https://www.tommiesports.com/sports/baseball/roster/2022
"University of St. Thomas, Texas",D3,TX,https://www.ustcelts.com/sports/bsb/2021-22/roster
University of Texas at Dallas,D3,TX,https://utdcomets.com/sports/baseball/roster/2022
University of Valley Forge,D3,PA,https://uvfpatriots.com/sports/baseball/roster/2022
"University of Wisconsin, La Crosse",D3,WI,https://uwlathletics.com/sports/baseball/roster/2022
"University of Wisconsin, Oshkosh",D3,WI,https://www.uwoshkoshtitans.com/sports/bsb/2021-22/roster
"University of Wisconsin, Platteville",D3,WI,https://letsgopioneers.com/sports/bsb/2021-22/roster
"University of Wisconsin, Stevens Point",D3,WI,https://athletics.uwsp.edu/sports/baseball/roster/2022
"University of Wisconsin, Stout",D3,WI,https://athletics.uwstout.edu/sports/baseball/roster/2022
"University of Wisconsin, Superior",D3,WI,https://uwsyellowjackets.com/sports/baseball/roster/2022
"University of Wisconsin, Whitewater",D3,WI,https://uwwsports.com/sports/baseball/roster/2022
University of the Ozarks,D3,AR,https://uofoathletics.com/sports/bsb/2021-22/roster
Ursinus College,D3,PA,https://www.ursinusathletics.com/sports/bsb/2021-22/roster
Utica College,D3,NY,https://ucpioneers.com/sports/baseball/roster/2022
Vassar College,D3,NY,https://www.vassarathletics.com/sports/baseball/roster/2022
Virginia Wesleyan University,D3,VA,https://vwuathletics.com/sports/baseball/roster/2022
Wabash College,D3,IN,https://sports.wabash.edu/sports/baseball/roster/2022
Wartburg College,D3,IA,https://go-knights.net/sports/baseball/roster/2022
Washington & Jefferson College,D3,PA,https://gopresidents.com/sports/baseball/roster/2022
Washington & Lee University,D3,VA,https://generalssports.com/sports/baseball/roster/2022
Washington College,D3,MD,https://www.washingtoncollegesports.com/sports/bsb/2021-22/roster
Washington University in St. Louis,D3,MO,https://www.washubears.com/sports/bsb/2021-22/roster
Waynesburg University,D3,PA,https://waynesburgsports.com/sports/baseball/roster/2022
Webster University,D3,MO,https://websterathletics.com/sports/baseball/roster/2022
Wells College,D3,NY,https://www.wells-express.com/sports/bsb/2021-22/roster
Wentworth Institute of Technology,D3,MA,https://www.wentworthathletics.com/sports/bsb/2021-22/roster
Wesley College,D3,DE,https://gowesleyathletics.com/sports/bsb/2021-22/roster
Wesleyan University,D3,CT,https://athletics.wesleyan.edu/sports/baseball/roster/2022
Western Connecticut State University,D3,CT,https://westconnathletics.com/sports/baseball/roster/2022
Western New England University,D3,MA,http://www.wnegoldenbears.com/sports/bsb/2021-22/roster
Westfield State University,D3,MA,https://www.westfieldstateowls.com/sports/bsb/2021-22/roster
"Westminster College, Missouri",D3,MO,http://wcbluejays.com/sports/bsb/2021-22/roster
"Westminster College, Pennsylvania",D3,PA,https://athletics.westminster.edu/sports/baseball/roster/2022
Wheaton College,D3,IL,https://athletics.wheaton.edu/sports/baseball/roster/2022
Wheaton College,D3,MA,https://www.wheatoncollegelyons.com/sports/bsb/2021-22/roster
Whitman College,D3,WA,https://athletics.whitman.edu/sports/baseball/roster/2022
Whittier College,D3,CA,https://www.wcpoets.com/sports/bsb/2021-22/roster
Whitworth University,D3,WA,https://whitworthpirates.com/sports/baseball/roster/2022
Widener University,D3,PA,https://widenerpride.com/sports/baseball/roster/2022
Wilkes University,D3,PA,https://gowilkesu.com/sports/baseball/roster/2022
Willamette University,D3,OR,https://www.wubearcats.com/sports/bsb/2021-22/roster
William Paterson University,D3,NJ,https://www.wpupioneers.com/sports/baseball/roster/2022
William Peace University,D3,NC,https://gopeacepacers.com/sports/baseball/roster/2022
Williams College,D3,MA,https://ephsports.williams.edu/sports/baseball/roster/2022
Wilmington College,D3,OH,http://www.wilmingtonquakers.com/sports/bsb/2021-22/roster
Wilson College,D3,PA,https://wilsonphoenix.com/sports/baseball/roster/2022
Wisconsin Lutheran College,D3,WI,https://www.wlcsports.com/sports/bsb/2021-22/roster
Wittenberg University,D3,OH,https://www.wittenbergtigers.com/sports/bsb/2021-22/roster
Worcester Polytechnic Institute,D3,MA,https://athletics.wpi.edu/sports/bsb/2021-22/roster
Worcester State University,D3,MA,https://www.wsulancers.com/sports/bsb/2021-22/roster
Yeshiva University,D3,NY,https://yumacs.com/sports/baseball/roster/2022
York College,D3,PA,https://ycpspartans.com/sports/baseball/roster/2022
Aquinas College,NAIA,MI,https://aqsaints.com/sports/baseball/roster/2022
Arizona Christian University,NAIA,AZ,https://www.acufirestorm.com/roster/0/3
Ave Maria University,NAIA,FL,https://avemariagyrenes.com/sports/baseball/roster/2022
Avila University,NAIA,MO,https://www.avilaathletics.com/roster/0/3
Bacone College,NAIA,OK,https://www.baconeathletics.com/roster/0/3
Baker University,NAIA,KS,https://www.bakerwildcats.com/roster/17/3.php
Bellevue University,NAIA,NE,https://www.bubruins.com/sports/bsb/2021-22/roster
Benedictine College,NAIA,KS,https://www.ravenathletics.com/sports/bsb/2021-22/roster
Benedictine University at Mesa,NAIA,AZ,http://www.benuredhawks.com/roster/17/3.php
Bethany College,NAIA,KS,https://www.bethanybison.com/sports/bsb/2021-22/roster
"Bethel University, Indiana",NAIA,IN,https://www.bupilots.com/sport/baseball/2021-22/roster
"Bethel University, Tennessee",NAIA,TN,https://www.bethelathletics.com/sports/bsb/2021-22/roster
Blue Mountain College,NAIA,MS,https://www.bmcsports.com/roster/0/3
Bluefield College,NAIA,VA,https://bcrams.com/sports/baseball/roster/2022
Brescia University,NAIA,KY,http://www.bresciabearcats.com/roster/19/3.php
Brewton-Parker College,NAIA,GA,http://www.gobaronsgo.com/roster/0/3
Briar Cliff University,NAIA,IA,https://bcuchargers.com/sports/baseball/roster/2022
Bryan College,NAIA,TN,http://www.bryanlions.com/roster/19/3.php
Calumet College of St. Joseph,NAIA,IN,https://www.ccsjathletics.com/sports/bsb/2021-22/roster
Campbellsville University,NAIA,KY,https://campbellsvilletigers.com/sports/baseball/roster/2022
Central Baptist College,NAIA,AR,https://www.cbcmustangs.com/sports/bsb/2021-22/roster
Central Christian College,NAIA,KS,https://ccctigers.com/sports/baseball/roster/2022
Central Methodist University,NAIA,MO,https://www.cmueagles.com/sports/bsb/2021-22/roster
Clarke University,NAIA,IA,https://www.clarkepride.com/sports/bsb/2021-22/roster
Cleary University,NAIA,MI,https://www.clearycougars.com/sports/bsb/2021-22/roster
College of the Ozarks,NAIA,MO,https://bobcats.cofo.edu/Teams/Baseball/Roster
Columbia College,NAIA,MO,https://columbiacougars.com/sports/baseball/roster/2021-22
Columbia International University,NAIA,SC,https://www.ciurams.com/sports/baseball/roster/2022
"Concordia University, Ann Arbor",NAIA,MI,https://cuaa.prestosports.com/sports/bsb/2021-22/roster
"Concordia University, Nebraska",NAIA,NE,https://www.cune.edu/athletics/teams/baseball/roster
Corban University,NAIA,OR,https://corbanwarriors.com/sports/baseball/roster/2022
Cornerstone University,NAIA,MI,https://cugoldeneagles.com/sports/baseball/roster/2022
Crowley's Ridge College,NAIA,AR,https://www.crcpioneers.com/sports/bsb/2021-22/roster
Culver-Stockton College,NAIA,MO,https://www.cscwildcats.com/roster/25/3.php
Cumberland University,NAIA,TN,https://www.gocumberlandathletics.com/baseball/roster/2021-22?view=list
Dakota State University,NAIA,SD,https://www.dsuathletics.com/roster/28/3.php
Dakota Wesleyan University,NAIA,SD,https://dwuathletics.com/sports/bsb/2021-22/roster
Dickinson State University,NAIA,ND,https://www.dsubluehawks.com/roster/0/17
Doane University,NAIA,NE,http://www.doaneathletics.com/roster/26/3.php
Dordt College,NAIA,IA,https://www.dordt.edu/athletics/mens-sports/baseball/roster
Eastern Oregon University,NAIA,OR,https://eousports.com/sports/baseball/roster/2022
Edward Waters College,NAIA,FL,https://www.ewctigerpride.com/roster/18/3.php
"Embry-Riddle Aeronautical University, Prescott",NAIA,AZ,https://www.eraueagles.com/roster/0/14
Evangel University,NAIA,MO,https://www.evangelathletics.com/sports/bsb/2021-22/roster
Faulkner University,NAIA,AL,https://faulknereagles.com/sports/baseball/roster/2022
Fisher College,NAIA,MA,https://www.fisherfalcons.com/sports/bsb/2021-22/roster
Florida Memorial University,NAIA,FL,https://fmuathletics.com/sports/baseball/roster/2022
Florida National University,NAIA,FL,https://www.fnu.edu/baseball-roster/
Freed-Hardeman University,NAIA,TN,https://www.gofhulions.com/sports/bsb/2021-22/roster?view=list
Friends University,NAIA,KS,https://www.friendsathletics.com/roster/0/3
Georgetown College,NAIA,KY,http://www.georgetowncollegeathletics.com/roster/0/3.php
Georgia Gwinnett College,NAIA,GA,https://ggcathletics.com/sports/baseball/roster/2022
Goshen College,NAIA,IN,https://goleafs.net/sports/baseball/roster/2022
Grace College,NAIA,IN,https://gclancers.com/sports/baseball/roster/2022
Graceland University,NAIA,IA,https://www.gujackets.com/roster/19/3.php
Grand View University,NAIA,IA,https://www.gvvikings.com/roster/0/3
Hannibal-LaGrange University,NAIA,MO,https://hlgtrojans.com/sports/baseball/roster/2022
Harris-Stowe State University,NAIA,MO,https://hornetsathletics.com/sports/baseball/roster/2021-22
Hastings College,NAIA,NE,http://www.hastingsbroncos.com/roster/28/3.php
Hope International University,NAIA,CA,https://www.hiuroyals.com/roster/0/16
Huntington University,NAIA,IN,https://www.huathletics.com/roster/0/3
Huston-Tillotson University,NAIA,TX,http://www.htramsathletics.com/roster/17/3.php
Indiana Tech,NAIA,IN,https://indianatechwarriors.com/sports/baseball/roster/2022
Indiana University Kokomo,NAIA,IN,https://iukcougars.com/sports/baseball/roster/2022
Indiana University Southeast,NAIA,IN,http://www.iusathletics.com/roster/0/3
Indiana University-South Bend,NAIA,IN,https://iusbtitans.com/sports/baseball/roster/2022
Indiana Wesleyan University,NAIA,IN,https://iwuwildcats.com/sports/baseball/roster/2022
Jarvis Christian College,NAIA,TX,http://www.jccbulldogs.com/roster/0/3
Judson University,NAIA,IL,http://www.judsoneagles.com/sport/baseball/2021-22/roster
Kansas Wesleyan University,NAIA,KS,https://www.kwucoyotes.com/roster/0/3
Keiser University,NAIA,FL,https://kuseahawks.com/sports/baseball/roster/2022
Kentucky Christian University,NAIA,KY,http://www.kcuknights.com/roster/0/19
La Sierra University,NAIA,CA,https://www.lsugoldeneagles.com/roster/19/3.php
Lawrence Technological University,NAIA,MI,https://ltuathletics.com/sports/baseball/roster/2022
Lewis-Clark State College,NAIA,ID,https://lcwarriors.com/sports/baseball/roster/2022
Lincoln Christian University,NAIA,IL,https://www.lcuredlions.com/roster/0/3
Lincoln College,NAIA,IL,https://www.lincolnlynxsports.com/sports/bsb/2021-22/roster
Lindsey Wilson College,NAIA,KY,https://www.lindseyathletics.com/roster/37/8.php
"Louisiana State University, Alexandria",NAIA,LA,https://www.lsuagenerals.com/roster/0/3
"Louisiana State University, Shreveport",NAIA,LA,https://www.lsusathletics.com/roster/0/3
Lourdes University,NAIA,OH,https://lourdesathletics.com/sports/baseball/roster/2022
Loyola University,NAIA,LA,https://www.loyolawolfpack.com/roster/18/3.php
Lyon College,NAIA,AR,https://lyonscots.com/sports/baseball/roster/2022
Madonna University,NAIA,MI,https://mucrusaders.com/sports/baseball/roster/2022
Marian University,NAIA,IN,https://www.muknights.com/roster/0/3
Marymount California University,NAIA,CA,http://www.marinerathletics.com/roster/0/3
Mayville State University,NAIA,ND,https://msucomets.com/sports/baseball/roster/2021-22
McPherson College,NAIA,KS,https://macbulldogs.com/sports/baseball/roster/2022
Menlo College,NAIA,CA,https://www.menloathletics.com/roster/0/3
Mid-America Christian University,NAIA,OK,https://macuathletics.com/sports/baseball/roster/2022
MidAmerica Nazarene University,NAIA,KS,https://mnusports.com/sports/baseball/roster/2022
Middle Georgia State University,NAIA,GA,https://mgaknights.com/sports/baseball/roster/2022
Midland University,NAIA,NE,https://www.midlandathletics.com/roster/19/3.php
Midway University,NAIA,KY,https://www.gomidwayeagles.com/sports/bsb/2021-22/roster
Milligan College,NAIA,TN,https://milliganbuffs.com/sports/bsb/2021-22/roster
Missouri Baptist University,NAIA,MO,https://mbuspartans.com/sports/baseball/roster/2022
Missouri Valley College,NAIA,MO,https://www.valleywillroll.com/roster/19/3.php
Montreat College,NAIA,NC,https://montreatcavaliers.com/sports/baseball/roster/2022
Morningside College,NAIA,IA,https://www.msidemustangs.com/sports/bsb/2021-22/roster?view=list
Morris College,NAIA,SC,<unknown>
Mount Marty College,NAIA,SD,https://www.mountmartyathletics.com/sport/baseball/2021-22/roster
Mount Mercy University,NAIA,IA,https://www.mountmercymustangs.com/sports/bsb/2021-22/roster
Mount Vernon Nazarene University,NAIA,OH,https://www.mvnucougars.com/roster/0/3
Northwestern College,NAIA,IA,https://nwcraiders.com/sports/baseball/roster/2022
Oakland City University,NAIA,IN,https://gomightyoaks.com/sports/baseball/roster/2022
Ohio Christian University,NAIA,OH,http://www.ocutrailblazers.com/roster/0/3
Oklahoma City University,NAIA,OK,https://www.ocusports.com/sports/baseball/roster/2022
Oklahoma Panhandle State University,NAIA,OK,https://opsuaggies.com/sports/baseball/roster/2022
Oklahoma Wesleyan University,NAIA,OK,https://okwueagles.com/sports/bsb/2021-22/roster
